课程类型,课程链接,参加人数,授课老师,课程名称,课程学校,课程标签,开课开始时间,开课结束时间,课程概述,课程状态,课程评分,封面图
程序设计与开发,https://www.icourse163.org/course/UESTC-1001774006,2451,戴波,程序设计基础（C&C++）,电子科技大学,国家精品,2023年02月11日,2023年06月15日,"本课程是程序设计C语言和C++语言的入门课程。兼顾基础理论和编程实践。基础理论浅显易懂，编程案例趣味性强。视频使用当下流行的集成开发环境visual studio 2015（vs2008-VS2019各版本皆适用）进行编程与调试工具。从分析问题，寻找解题思路，到编程、调试、运行，都借助于实际案例进行展示。特别是初期的编译错误的定位与解决策略，后面的运行错误借助调试工具进行查错、纠错等，通过一系列事例一一展开,很容易通过视频一步步的演示学会编程方法与调试技术。而调试技术的掌握是初学者的难点之一。完整的编程过程解决了初学者看教材明白，上机却无从下手的问题。 不少同学学习C语言的难点在指针与函数。而随后的随处可见的C++的成员函数很自然的就解除函数方面的困惑。指针的难点在于和数组、函数等结合下的变化多端，加上指针使用非常容易出错，这种结合下的错误更多且难以解决。本课程先进行理论讲解，通过指针对内存的实际操作情况进行演示与分析，然后通过由浅入深的编程例题和作业逐渐掌握指针。　　学习C语言后，再学习C++，存在面向过程思想向面向对象思想转变的困难，造成学完C++还不能理解C++特点，也不能正确使用C++进行程序设计。本课程通过用C++语言改写前面C语言案例，对比理解二者的区别，体会C++的优势。然后用一个简单的图形界面游戏逐渐扩展功能，使其具有可玩性，功能的增加，使得C语言完成难度增加，而C++的类、继承、派生等面向对象技术却轻松实现这个游戏。通过编程实战掌握C++语言的优势，通过实际案例掌握面向对象思想，解决学而不知何用的困惑。更新提示: 1. 2018年9月后，上线的视频是全部重新录制，解决了以前视频声音有杂音的问题。2. 解决了教师授课声音问题。3. 根据同学们的反馈，本次所有视频和作业，测验，都一次性发布，供同学们自由选择时间学习。开学初期同学们时间比较充分，可以多学习内容，尽快完成作业，测验和考试。也方便后期才加入课程的同学不能参加作业，测验的问题。4. 首页的评价请参考2018年9月之后的评价，这个是新录制视频的评价，其他评价是以前声音比较差的视频的评价。5. 我们另外提供QQ群进行实时答疑，码图（电子科技大学的在线OJ)辅助同学们进行编程训练。",课程即将开始,4.8,http://edu-image.nosdn.127.net/332C88113BF13ACF8C1F3BA6C02B59B9.jpg?imageView&thumbnail=426y240&quality=100
大数据与人工智能,https://www.icourse163.org/course/HRBEU-1002014002,1872,刘海波,物联网工程导论,哈尔滨工程大学,国家精品,2022年09月01日,2022年10月31日,物联网引领了继计算机、互联网之后世界信息产业发展的第三次浪潮。物联网工程是国家战略性新兴产业相关专业。此课程是物联网工程专业的导论课程，将向学习者大视角展现物联网技术体系、知识体系和课程体系的概貌，内容精炼、覆盖面宽、难度适中，旨在引导学习者入门，培养物理空间与信息空间一体化的计算思维能力和创新意识，为后续专业课程学习奠定基础。对于非物联网工程专业的学生或在职人员，通过学习此课程，可以快速对物联网技术有一个系统全面的了解。,课程即将开始,4.9,http://nos.netease.com/edu-image/4538a1e37f5a4efa8b1f4dd16fc6abb0.png
大数据与人工智能,https://www.icourse163.org/course/QDU-1206499802,1821,陈宇,大数据中的R语言编程,青岛大学,国家精品,2022年08月29日,2022年12月31日,R语言，是统计学以及数据分析工具的第一选择；R语言，可以完成几乎任何类型的数据分析工作；R语言，拥有丰富的可视化模块与顶尖的制图功能；R语言，可以在多平台上、轻松的导入并处理多源数据模式；R语言是大数据分析工具的第一选择。这门课的主题是如何熟练、灵活的使用R语言编程进行大数据分析。在这门课中，我们将学习到R语言的基础语法、使用R语言处理数据、进行绘图、创建并使用R语言函数、使用R语言进行统计分析与简单的回归分析等。这门课程强调理论与实践的融合，充分调动同学们的动手实践能力。我们在每一章节中设置了大量的代码实践内容，并在课程最后设置了综合实践章节，用来介绍R语言的具体应用。通过这门课程的学习，要求同学们掌握R语言的基础语法、具备使用R语言编程解决一般计算问题的能力、理解数据分析的基本流程、了解使用R语言进行大数据分析的实战技巧。,课程即将开始,4.55,http://edu-image.nosdn.127.net/229EA32AD6A36474240AA31F0EB9236B.jpg?imageView&thumbnail=510y288&quality=100
大数据与人工智能,https://www.icourse163.org/course/SDU-1206631813,720,郝兴伟,信息社会与人工智能,山东大学,国家精品,2022年09月05日,2022年12月26日,近年来，物联网、大数据、云计算、人工智能技术快速发展，社会数字化进程加速，人类社会正在向智能时代迈进。在智能时代，各个学科与计算的结合越来越广泛，越来越深入，人工智能技术成为第四次科技革命和产业变革的核心技术。在各个领域，社会对了解和掌握人工智能技术的专业人才需求空前迫切。但是，由于现代信息技术发展迅速，高校教学内容相对滞后，特别是在大数据、人工智能等大规模应用中，产业界技术明显领先于学校教学。因此，山东大学联合华为、百度、科大讯飞、腾讯、阿里、浪潮、微软亚洲研究院、思科等国内外高科技领军企业和研究机构，推出山东大学信息社会前沿技术报告论坛，其目的是促进产学深度融合，深化学科交叉，提高教学质量，提高培养跨学科复合型一流拔尖创新人才的能力。“信息社会与人工智能”是本次论坛的一部分，课程目标是讲授人工智能的基本概念，研究领域，产业开发及应用，扩大学生知识面，培养学生学科交叉融合和利用AI技术解决领域问题的思维。课程围绕人工智能主要研究与应用领域，邀请业界相关领军企业和科研机构的专家做主题学术报告，包括：华为，百度，微软亚洲研究院，科大讯飞，UiPath等，分别讲解人工智能的概念，机器学习，计算机视觉，语音技术，自然语言处理，自动驾驶，智能制造以及量子计算等智能技术的原理、实现及应用。,课程即将开始,4.7,http://edu-image.nosdn.127.net/80411275619560C58048E59ACD3BF4BE.jpg?imageView&thumbnail=510y288&quality=100
大数据与人工智能,https://www.icourse163.org/course/BUAA-1449777166,4997,童咏昕,算法设计与分析,北京航空航天大学,国家精品,2022年09月05日,2022年12月31日,"从辗转相除法到割圆术，从算盘到电子计算机，算法在人类文明发展中始终扮演着重要角色。如今，有计算的地方，就有算法的身影。从网上购物到出行规划，从工作学习到休闲娱乐，算法无所不在,已融入到人们生活的方方面面。本课程是面向计算机和信息技术相关专业本科生的核心专业课，同时适合对算法的基础知识有学习需求的相关从业人员。课程汇聚了北航计算机学院顶级的算法授课团队，不但讲授分而治之、动态规划和贪心策略等经典算法技术，而且以产教融合的方式邀请阿里巴巴等互联网公司副总裁、ACM国际大学生程序设计竞赛世界冠军等产业界算法专家进行经验分享。本课程具有对基础知识要求少、对核心方法讲解细、对算法本质剖析深、对产业需求分析准的特点。无论你是你是零基础的算法初学者，还是在算法刷题中困惑的求职者，相信本课程都将通过详细易懂的实例剖析降低理解难度，通过相关问题的归纳总结揭示算法本质，助你真正学懂算法！",课程即将开始,5.0,http://edu-image.nosdn.127.net/04643885BC0031DE614FC89115AEA570.jpg?imageView&thumbnail=510y288&quality=100
大数据与人工智能,https://www.icourse163.org/course/NEU-1002660001,2841,薛定宇,现代科学运算—MATLAB语言与应用,东北大学,国家精品,2022年08月28日,2022年11月15日,科学运算问题是每个理工科学生和科技工作者在学习、科研与工程实践中不容回避的问题。本课程将介绍科学运算与很多学科首选的计算机语言——MATLAB，并直接用其求解所有工程数学分支的科学运算问题，将教你如何把科学运算问题推给计算机，让其为你工作，高效、准确、创造性地得出科学运算问题的解。  在对课程整体优化的前提下，将必备知识（如MATLAB语言程序设计的基本思想、方法和概念等）和现代科学运算基础知识作为课程的起点，对各部分知识的介绍均从MATLAB语言入手，建立以MATLAB为主线，科学运算理论为基础，实例演示为手段的课程体系。课程内容强调提炼基础性内容，形成以课堂讲授为主的基本知识部分；深化及延伸的内容采用以点带面的方式，以典型实例分析及专题讲解的方式进行。,课程即将开始,4.3,http://edu-image.nosdn.127.net/A599D07CCC62D2C38C4670C84CC29C26.jpg?imageView&thumbnail=510y288&quality=100
程序设计与开发,https://www.icourse163.org/course/BIT-1001870002,14566,嵩天,Python数据分析与展示,北京理工大学,国家精品,2022年11月01日,2022年12月27日,快讯：这是本课程第14次开课~~本课程是国家精品在线开放课程“Python网络爬虫与数据分析”的下半部分，欢迎大家加入学习！“我们正步入一个数据或许比软件更重要的新时代。——Tim O'Reilly”运用数据是精准刻画事物、呈现发展规律的主要手段，分析数据展示规律，把思想变得更精细！本课程面向各类编程学习者，讲解利用Python语言表达N维数据并结合数据特点合理展示数据的技术和方法，帮助学习者掌握表示、清洗、统计和展示数据的能力。本课程介绍Python计算生态中最优秀的数据分析和展示技术，所讲授内容是数据领域最优秀的编程模块，在理学、工程、信息、管理、经济等学科领域具有极其广泛的应用潜力。本课程共包括4周内容，分别讲解：（1）Python第三方库NumPy，讲解N维数据的表达及科学计算的基本概念和运算方法；（2）Python第三方库Matplotlib，讲解绘制坐标系、散点图、极坐标图等直观展示数据趋势和特点的方法；（3）Python第三方库Pandas，强大的专业级数据分析和处理第三方库，介绍并讲解Series和DataFrame数据类型的表示和基本使用。该课程希望传递“理解和运用计算生态，培养集成创新思维”的理念，重点培养学习者运用当代最优秀第三方专业资源，快速分析和解决问题的能力。“人生苦短，不要刀耕火种”，嵩老师教你直面问题和需求，用最好的工具解决它！本课程是“Python网络爬虫与数据分析”课程的下半部分。“Python网络爬虫与数据分析”课程由“Python网络爬虫与信息提取”和“Python数据分析与展示”两门MOOC课程组成，完整地讲解了数据获取、清洗、统计、分析、可视化等数据处理周期的主要技术内容，培养计算思维、数据思维及采用程序设计方法解决计算问题的实战能力技术。 >>Python网络爬虫与信息提取（国家精品在线开放课程）https://www.icourse163.org/course/BIT-1001870001>>Python科学计算三维可视化（国家精品在线开放课程）https://www.icourse163.org/course/BIT-1001871001,课程已结束,4.55,http://edu-image.nosdn.127.net/485C64A7504CECA2F8FF346AC6DE1D71.jpg?imageView&thumbnail=426y240&quality=100
大数据与人工智能,https://www.icourse163.org/course/ZJU-1206452826,9059,陈为,可视化导论,浙江大学,国家精品,2020年02月21日,2020年04月20日,数据的采集、提取和理解是人类感知和认识世界的基本途径之一，数据可视化为人类洞察数据的内涵、理解数据蕴藏的规律提供了重要的手段。随着数据时代的来临，大数据的分析、挖掘与可视化已经成为信息技术发展的迫切需求。面对当前科学可视化、信息可视化、可视分析研究和应用的新形势，需要发展新的复杂数据的处理、分析与可视化方法，并围绕实际科学和社会问题的求解设计高效的人机交互界面。可视分析学是一门以视觉感知增强认知为目标、以视觉理解和机器理解为对偶手段、以可视界面为信息交流通道的综合性学科。在因时、因地、临场、应急、博弈等分析决策的关键场合中，可视分析的作用尤为重要。特别地，大数据可视分析在宏观、概览、关联、隐性表达等方面具有不可替代的效应。本课程将以归纳介绍核心的数据可视化原理为主，覆盖最重要、最基础的数据可视化知识点。全课程共15章，可划分为三个模块：基础篇、数据篇和应用篇。其中基础篇从人、数据、可视化流程等三个层面阐述数据可视化的基础理论和概念。数据篇则针对实际应用中遇到的不同类型的数据，包括时空数据，地理信息数据、高维非空间数据、层次和网络数据，介绍相应的可视化方法。应用篇着重介绍可视化工具及应用实例。本课程将为本科高年级同学、研究生初学者从可视化的角度提供新的数据理解手段，同时可为相关数据处理、艺术设计人员提供科普性知识。,课程已结束,4.1,http://edu-image.nosdn.127.net/77FC406D5E268260FEBCF59C0A3BA063.png?imageView&thumbnail=510y288&quality=100
大数据与人工智能,https://www.icourse163.org/course/UESTC-1003037002,20508,林迪,大数据计算技术,电子科技大学,国家精品,2019年11月01日,2020年02月21日,大数据应用已成为行业热点和产业发展新增长点，数据科学与计算技术也是计算机的前沿领域，其中，大数据计算分析提供了核心的技术支撑。本课程从大数据计算系统的三个层次对数据模型、处理算法、计算模型与架构、开发技术标准等内容进行了综合性的介绍，重点阐述了各类数据分析算法和MapReduce，图并行计算，交互式处理，流计算，内存计算等计算架构。,课程已结束,3.05,http://edu-image.nosdn.127.net/F9D7B8775DC291DB585E57D75CDE8FC2.jpg?imageView&thumbnail=510y288&quality=100
程序设计与开发,https://www.icourse163.org/course/ECNU-1003428005,255,郭建,嵌入式系统设计,华东师范大学,国家精品,2023年02月23日,2023年07月03日,“嵌入式系统设计”主要讲授嵌入式系统设计的基本原理以及实操演练。本课程一共包含7章，26个学时，视频总时长648分钟，分成56个视频，每章4-10个视频不等。课程主要内容包括：嵌入式系统总括、指令系统、CPU、计算平台、程序设计与分析、进程与操作系统、实验演示等。本课程注重核心原理讲解，并通过大量例子程序进行辅助理解。学生学习本课程后，可以了解嵌入式系统设计的基本方法，并具备一定的动手能力。本课程是上海市精品课程、上海市高校优质在线课程和上海市一流课程。,课程即将开始,4.95,http://edu-image.nosdn.127.net/E97A61A18C9B5A63D94E43AEE252E23F.jpg?imageView&thumbnail=510y288&quality=100
大数据与人工智能,https://www.icourse163.org/course/PKU-1002536002,24530,曹健,人工智能实践：Tensorflow笔记,北京大学,国家精品,2020年10月10日,2021年01月20日,课程梳理出Tensorflow2搭建优化神经网络的八股，带你逐步完善代码，实现图像识别与股票预测。课程以录像形式讲解知识点，以录屏形式分析源代码，通过助教的Tensorflow笔记实现回顾与扩展。内容包括：深度学习、神经网络的基本概念原理和代码实现示例。,课程已结束,5.0,http://edu-image.nosdn.127.net/10ABBBD4F814B375718AE2AD011D3360.jpg?imageView&thumbnail=510y288&quality=100
程序设计与开发,https://www.icourse163.org/course/BIT-1001870001,15438,嵩天,Python网络爬虫与信息提取,北京理工大学,国家精品,2022年11月01日,2022年12月27日,"快讯：本课程是国家精品在线开放课程“Python网络爬虫与数据分析”的上半部分，当前为第15次开课，欢迎大家前来学习！    ——为什么要学习网络爬虫？   ——因为数据都在网上，先要爬下来才能挖掘淘金...“The website is the API.” （网页即接口）网络爬虫是获取数据的必备本领，不要犹豫！   本课程面向具有Python编程基础的各类学习者，讲解利用Python语言爬取网络数据并提取关键信息的技术和方法，帮助学习者掌握定向网络数据爬取和网页解析的基本能力。   本课程介绍Python计算生态中最优秀的网络数据爬取和解析技术，具体讲授构建网络爬虫功能的两条重要技术路线：requests-bs4-re和Scrapy，所讲述内容广泛应用于Amazon、Google、PayPal、Twitter等国际知名公司。课程内容是进入大数据处理、数据挖掘、以数据为中心人工智能领域的必备实践基础。   本课程教学内容包括：·Python第三方库Requests，讲解通过HTTP/HTTPS协议自动从互联网获取数据并向其提交请求的方法；·Python第三方库Beautiful Soup，讲解从所爬取HTML页面中解析完整Web信息的方法；·    Python标准库Re，讲解从所爬取HTML页面中提取关键信息的方法；·    Python第三方库Scrapy，介绍通过网络爬虫框架构造专业网络爬虫的基本方法。   本课程希望传递“理解和运用计算生态”的理念，重点培养学习者运用当代最优秀第三方专业资源，快速分析和解决问题的能力。""人生苦短，不要刀耕火种“，嵩老师教你直面问题和需求，用最好的工具解决它！  本课程是国家精品在线开放课程“Python网络爬虫与数据分析”课程的上半部分。“Python网络爬虫与数据分析”课程由“Python网络爬虫与信息提取”和“Python数据分析与展示”两门MOOC课程组成，完整地讲解了数据获取、清洗、统计、分析、可视化等数据处理周期的主要技术内容，培养计算思维、数据思维及采用程序设计方法解决计算问题的实战能力技术。 ",课程已结束,4.35,http://edu-image.nosdn.127.net/3321D6673EB82C94D08E1B80E8344166.jpg?imageView&thumbnail=426y240&quality=100
大数据与人工智能,https://www.icourse163.org/course/CUG-1003556007,23023,蒋良孝,机器学习,中国地质大学（武汉）,国家精品,2020年08月10日,2020年12月01日,2016年3月9日至15日谷歌人工智能围棋程序阿尔法狗AlphaGo以总比分4比1战胜世界围棋冠军李世石。2017年5月23日至27日，又在浙江乌镇的围棋峰会上，以总比分3比0完胜我国世界排名第一的棋手柯洁。赛后柯洁一度哽咽称：“它太完美，我很痛苦，看不到任何胜利的希望”。2017年1月6日，最强大脑第四季引入人机大战模式，百度人工智能机器人小度作为特别选手参赛，在比赛中战胜了最强大脑的队长：王峰。随着摩尔定律带来的芯片计算能力和存储能力大幅提升，以及大数据时代的来临，不仅让谷歌人工智能围棋程序阿尔法狗AlphaGo和百度人工智能机器人小度一炮走红，也将人工智能研究推向了一个新的高潮。2017年07月08日国务院印发新一代人工智能发展规划的通知。宣布：“举全国之力，在2030年一定要抢占人工智能全球制高点。” 2018年4月2日，教育部印发《高等学校人工智能创新行动计划》，明确指出：“加快机器学习等新一代人工智能核心关键技术研究”。机器学习的研究动机是为了让计算机系统具有人的学习能力以便实现人工智能。目前被广泛采用的机器学习定义是“利用经验来改善计算机系统自身的性能”。由于“经验”在计算机系统中主要是以数据的形式存在的，因此机器学习需要运用机器学习技术对数据进行分析，这就使得它逐渐成为智能数据分析技术的创新源之一，并且为此而受到越来越多的关注。本课程将以数据挖掘中的分类任务为例，首先讲解分类模型的评估，然后讲解一批经典而常用的机器学习技术。具体的章节安排如下：第1章：绪论。讲解机器学习的定义、与数据挖掘的区别与联系、本课程的授课思路与内容安排、以及本课程所使用的教材及参考书。第2章：讲解模型评估的方法、指标、以及比较检验。第3-9章：讲解机器学习的基础技术：以线性回归开始，讲解线性学习；以K均值聚类收尾，讲解无监督学习；中间包括支持向量机学习、神经网络学习、决策树学习、贝叶斯学习、以及最近邻学习。第10-13章：讲解机器学习的进阶技术：具体包括集成学习、代价敏感学习、演化学习、以及强化学习。加入到我们的课程，一起进入机器学习的世界、发掘潜藏在数据中的奥秘和财富吧！,课程已结束,3.05,http://edu-image.nosdn.127.net/9C4760A0545FF8B4293D02B59349CCC2.jpg?imageView&thumbnail=510y288&quality=100
大数据与人工智能,https://www.icourse163.org/course/ZJU-1206408807,14851,陆系群,数字图像处理与应用,浙江大学,国家精品,2019年10月14日,2019年12月31日,图像和视频是人类记录、表达和传递外部世界的重要视觉载体，也是感知外部世界的视觉基础，图像处理是实现物联网、机器视觉和人工智能等相关应用的基本支撑技术。本课程将从如下八个方面来讲授图像处理的一些基本概念，方法与技术： 1）图像表征（依据图像基信号是否基于数据驱动，介绍图像处理中经典的傅里叶变换，离散余弦变换和基于数据驱动的主元分析法，生动展现同一幅图像在不同变换下的形式） 2）运动估计（分别介绍像素级别的光流法和图像块级别的块匹配算法原理，以及它们应用差异之所在） 3）图像与视频压缩技术（分别介绍包括静态数字图像压缩标准JPEG和视频压缩MPEG原理） 4）图像半色调技术（介绍包括最简单的阈值方法，用于印刷业的聚合型抖动模板和分散型抖动模板，误差传播法等） 5）图像滤波技术（介绍图像中常见的噪声类型，传统图像滤波，如中值滤波和高斯滤波等，以及最近出现针对纹理的滤波方法） 6）图像插值与超分辨率技术（介绍包括传统图像插值方法，和基于图像自相似图像超分辨率技术等） 7）图像边缘检测与分割技术（介绍包括Canny算子，mean-shift图像色彩分割方法等） 8）视频目标跟踪技术（介绍目前较热门的Discriminative Correlation Filter(DCF)的目标跟踪技术原理）。在授课过程中我们通过理论与实践相结合方式，以及课后大量文献阅读来加深对图像处理基本概念和理论的理解；通过实例来分析比较不同图像处理方法的优缺点；通过提出问题来引导学生独立深入思考。,课程进行中,4.65,http://edu-image.nosdn.127.net/3D47B6E008FC48E1ECA3C209AF5BC342.png?imageView&thumbnail=510y288&quality=100
大数据与人工智能,https://www.icourse163.org/course/CUC-1003763003,12001,沈浩,媒体大数据挖掘与案例实战,中国传媒大学,国家精品,2020年04月28日,2020年08月09日,"一、主要目标和主要内容《媒体大数据挖掘与案例实战》的课程内容涵盖了“大数据”的主要几个方面，包含数据获取、文本分析、网络分析、数据挖掘和大数据可视化，从课程内容的主要设置上分成了6个部分，每个部分根据讲授内容的多少包含不同的章节，每个章节的时间总体控制在5-30分钟，总的来说内容较为丰富，课时总数为16课时，满足了教学需求。此外，《媒体大数据挖掘与案例实战》在课程内容上，一方面将“大数据”与“媒体”的联系在一起，除了讲授大数据本身的相关内容，还会融合其在媒体行业的应用、发展，让本校学生有更多专业方向上的拓展；另外一方面主打案例实战，将通过案例、实操让学生能够快速掌握数据获取技术、数据分析技术、数据可视化技术，即便对于跨专业的学生，通过案例的讲解与演示也能让同学们了解以上技术的实现流程，感知大数据技术在本专业内的应用场景，丰富同学们的学习领域，带来更多的思考。二、授课教师和授课对象  1. 授课教师沈浩老师为课程主讲人，隶属中国传媒大学新闻学院，调查统计研究所所长，常年从事，长年指导硕士生和博士生科研活动。同时，在学校承担互联网信息研究院大数据挖掘与社会计算研究中心主任；在业界担任中国市场研究协会会长。长期从事传播效果研究、市场研究，拥有20多年统计和数据分析经验、精通多种统计分析技术和传播研究方法的资深专家,擅长数据挖掘、社会网络分析、多变量分析和建模、数据可视化。近些年，本人及所带团队专注于大数据挖掘、网络科学和可视化研究，特别是在微博、微信等社会化媒体兴起之后，专注于基于微博网络的舆情分析和传播效果研究，也逐渐成为国内具有一定影响力的大数据专家。2. 授课对象对于与本课程相关的专业学生，可设定较高的课程目标，在完成课程学习之后，需要掌握课程中提到的数据获取、数据挖掘以及数据可视化方法，课程考核方式为通过所掌握的方法独立完成一个数据全流程案例，包括获取数据、分析数据、可视化数据，从而让专业学生能够学有所用。本课程还可设置为选修类课程，满足对大数据领域感兴趣的学生需求。对于跨专业学生，课程目标是让更多的同学们认识到当前大数据的发展，以及今后是否对本专业产生重要影响，开拓学生视野、培养学生兴趣。课程考核方式视具体情况而定，可根据学生专业背景设置不同的考核方式，如撰写本领域大数据应用的发展报告，或团队完成课程中讲述的应用案例等。    创新点1：针对媒体领域的大数据挖掘，文理交叉，与新闻传播、新媒体紧密结合，同时具备技术性和领域实用性。    创新点2：考虑到媒体相关专业的学生背景，尽量减少数学原理的叙述与证明，从实用角度出发介绍了目前最流行的大数据技术，帮助媒体相关专业的学生掌握大数据的分析、挖掘与可视化技能。    创新点3：课程中使用的案例均取自真实世界的数据，学生在学习过程中提前接触实际案例，还可以培养数据敏感性，为日后从事数据相关工作打下良好基础。四、教学方式（授课形式和考核方式）：授课形式：网络视频教学考核方式：期末考试",课程进行中,4.8,http://edu-image.nosdn.127.net/4273BB36CE959BCC56BCB65562CDE7CC.png?imageView&thumbnail=510y288&quality=100
程序设计与开发,https://www.icourse163.org/course/ECNU-1003434002,3033,姜宁康,面向对象分析与设计,华东师范大学,国家精品,2021年09月02日,2021年12月09日,优秀的软件需要精心的设计！如何设计软件，使其不仅能满足当前的需要，还能适应今后变化的需要，这是IT企业迫切需要的技能。《面向对象分析与设计》是软件工程专业重要的专业基础课，适合具备了一定的面向对象程序设计语言（如Java、C++等）编程能力的同学进一步深造，以便能在实际的软件项目开发时，给出良好的设计方案。《面向对象分析与设计》课程讲解的核心：-面向对象的思维方式；-如何对问题领域进行分析，抽象出领域概念、关系等，并设计领域模型；-如何定义待开发系统的软件类、软件类的属性，如何在软件类之间分配系统职责、如何定义软件类之间的关系。课程会讲解一些专业的技术、方法，如名词法、CRC（类-关系-协作）方法等；-面向对象分析设计的原则、职责分配原则GRASP、常用设计模式。同时，通过UML工具，如类图、顺序图、状态图等，展示、验证设计方案的可行性、合理性。 软件设计是一门艺术，设计师的理念、经验、知识、灵感都会映射到设计方案上。通过课程的学习，帮助同学们在设计理念、设计能力等方面得到提升，为若干年之后成为优秀的软件设计师打下基础。,课程已结束,5.0,http://edu-image.nosdn.127.net/CD752A846FDA3F7E2071390EAAC4B2D6.png?imageView&thumbnail=510y288&quality=100
大数据与人工智能,https://www.icourse163.org/course/BLCU-1205704802,708,于东,人工智能导论——面向人文社科专业,北京语言大学,国家精品,2021年03月09日,2021年09月25日,人类在经过工业化、信息化之后，将进入智能化社会，各国政府也都纷纷出台人工智能相关的政策和国家战略。可以预见，在未来，人工智能方法不再是专业知识，而是通识知识、必备知识。北京语言大学信息科学学院立足文科院校，在国内较早为文科专业学生开设《人工智能概论》，旨在讲授一门能听懂、跨学科、有广度的引导课程。在此基础上，我们倾力打造了《人工智能导论——面向人文社科专业》课程，希望有更多的同学从中收益，了解、掌握人工智能的基本方法和发展动态，为今后跨学科结合、转学科深造打下基础。本课程有以下特点：首先，从内容设计上，主要考虑内容的广度。课程以专题形式介绍知识表示、知识图谱、自动推理、搜索技术、群智能算法、机器学习、深度学习，基本涵盖了人工智能学科诞生以来各个时期主流的研究方法。在课程的最后，我们简要介绍了人工智能方法在计算机视觉、自然语言处理、语音技术、机器人技术领域的应用，让同学们对学科发展态势有更直观的理解。其次，从授课方式上，主要以科普常识、介绍方法论为主。课程面向文科专业学生，以扩展知识面、培养跨学科思维为主旨，尽量避免使用公式、代码讲解。课程中，我们通过简单、常见的例子来讲解核心思想，如：在“自动推理”中我们介绍“红楼梦人物关系推理”；在搜索技术中介绍“农夫过河”、“游戏追逐”问题，在机器学习中我们介绍“性别分类”、“手写数字识别”、“地名识别”等例子。在深度学习部分，结合最新的科研进展，介绍近期人工智能方法的前沿。使得课程具有较强的可听性。,课程进行中,4.9,http://edu-image.nosdn.127.net/435B8AF0D8309E23A4B8776A778890B6.jpg?imageView&thumbnail=510y288&quality=100
程序设计与开发,https://www.icourse163.org/course/WHU-1002987005,1845,杨剑锋,嵌入式系统设计,武汉大学,国家精品,2021年04月12日,2021年08月06日,本课程主要介绍嵌入式系统的基础知识和发展趋势，重点讲述基于32位ARM架构、RISC V嵌入式微处理器的软硬件系统的开发技术。通过本课程的学习，学生掌握嵌入式系统的基本理论知识、嵌入式系统结构、组成、软硬件设计、调试调优的基本步骤和方法。,课程即将开始,4.2,http://edu-image.nosdn.127.net/C0AF2BDEE1340CCCB2C24A33D9A1FB56.jpg?imageView&thumbnail=510y288&quality=100
大数据与人工智能,https://www.icourse163.org/course/icourse-1003070004,604,叶志明,大数据与高等教育,爱课程,国家精品,2021年03月07日,2021年07月05日,本课程从大数据价值链入手，从大数据与招生模型，大数据与教学过程，大数据与教学资源，大数据与质量监控，大数据与就业分析，大数据与学生行为，大数据与其它应用等八个方面，以翔实的数据案例进行阐述。本课程特点是不多涉及数据仓库、数据安全、数据分析等问题，而注重大数据分析在教育教学各环节中的数据挖掘模型建立与思想方法，本课程提供了讲课者二十多年本科与研究生教学、招生与就业管理中所积累的近二十年教学管理数据在管理与决策中的大数据分析案例，尤其是在数据挖掘模型构建与大数据思维思想方法上，具体且实用，对实际高校的教育管理与决策具有现实指导意义。本课程一部分内容曾经在教育部教育数据统计分析骨干人员培训班上讲授数年，也给有关教育部门各级领导报告多次，更为有关高校教学面对面授课多次，自2013年以来已作过六十余场次讲座报告，深受高校教育数据统计与分析管理者们欢迎！本课程授课对象为高等学校教学管理人员、高校教师与相关专业本科生研究生、教育类本科生研究生，政府有关部门教育管理人员与决策者，用人单位HR部门有关人员等。建设世界一流高等教育，学校的管理与决策也必须争创一流，在大数据分析，人工智能等快速发展的今天，能够运用大数据提升高校治理现代化水平，建立健全大数据辅助科学决策和学校治理的机制。通过课程学习，旨在帮助高校管理与决策者们善于获取数据、分析数据、运用数据，已成为管理者的基本功。通过大数据分析课程学习，可以懂得大数据，能够用好大数据，增强利用数据推进各项工作的本领，不断提高对大数据发展规律的把握能力，推进高校管理和治理模式创新，实现决策科学化、治理精准化、工作高效化。 课程部分内容曾经获奖或决策咨询情况如下：  1、2013年上海市教学成果特等奖：常态化教育教学质量保障体系的建设与实践，G-T-2013011。  2、2014年国家级教学成果二等奖：构建基于大数据分析的教育教学质量监控与保障体系，20149316。 3、2015年全国教育统计学术征文活动荣获论文一等奖：高校学科专业与行业需求匹配度的大数据分析：以某省市高校应用经济学学科为例。2016年10月，教育部学校规划建设发展中心颁发。 4. 本课程主讲教师也是教育部教育事业统计分析培训班授课、与全国教育事业统计在线培训授课专家。  5. 课程有关内容也为某省市教育管理部门学科与专业优化和调整决策发挥数据支撑作用。,课程即将开始,4.95,http://edu-image.nosdn.127.net/3DCBBAD43D87444AC0D0FC7987CD983F.png?imageView&thumbnail=510y288&quality=100
